SVC_CD|MODIFIER_1|FEE|AGE_UNIT|FROM_AGE|THROUGH_AGE|PLACE_OF_SERVICE_CODE
90284||21.71||||
90371||143.33||||
90375||290.48||||
90376||357.95||||
90377||245.66||||
90378||1706.84||||
90396||2008.66||||
90471||4.46||||
90472||17.0||||
90585||161.53||||
90587||103.46||||
90611||0.01||||
90619||300.38||||
90620||205.01||||
90621||171.86||||
90622||0.01||||
90626||285.46||||
90627||285.46||||
90630||24.8||||
90632||73.21||||
90633||39.46||||
90636||119.75||||
90644||27.67||||
90647||31.76||||
90648||20.79||||
90649||164.72||||
90650||132.59||||
90651||257.31||||
90653||63.99||||
90654||20.36||||
90655||30.51||||
90656||24.23||||
90657||10.48||||
90658||22.7||||
90662||74.4||||
90670||262.45||||
90671||250.66||||
90673||45.07||||
90674||36.74||||
90675||296.25||||
90677||288.18||||
90682||74.4||||
90685||26.1||||
90686||25.98||||
90687||14.7||||
90688||24.94||||
90691||111.81||||
90694||76.14||||
90696||59.35||||
90697||139.78||||
90698||106.89||||
90700||29.19||||
90702||65.97||||
90707||89.52||||
90710||251.48||||
90713||42.45||||
90714||33.45||||
90715||41.22||||
90716||154.69||||
90717||175.53||||
90723||90.76||||
90732||137.93||||
90733||126.88||||
90734||146.24||||
90736||217.13||||
90738||264.4||||
90739||156.54||||
90740||150.79||||
90743||66.74||||
90744||33.5||||
90746||74.84||||
90747||145.21||||
90748||46.35||||
90750||176.03||||
90756||35.04||||
90759||78.28||||
